song_id,file_path,mean_arousal,mean_valence
515,datasets/DEAM/MEMD_audio/515.mp3,3.8,3.4
518,datasets/DEAM/MEMD_audio/518.mp3,4.1,3.4
519,datasets/DEAM/MEMD_audio/519.mp3,6.8,5.3
520,datasets/DEAM/MEMD_audio/520.mp3,4.0,5.5
521,datasets/DEAM/MEMD_audio/521.mp3,3.8,4.6
522,datasets/DEAM/MEMD_audio/522.mp3,3.5,2.7
523,datasets/DEAM/MEMD_audio/523.mp3,5.1,5.9
524,datasets/DEAM/MEMD_audio/524.mp3,3.3,4.0
525,datasets/DEAM/MEMD_audio/525.mp3,4.3,4.8
527,datasets/DEAM/MEMD_audio/527.mp3,4.0,5.7
529,datasets/DEAM/MEMD_audio/529.mp3,4.7,5.8
530,datasets/DEAM/MEMD_audio/530.mp3,3.3,3.5
535,datasets/DEAM/MEMD_audio/535.mp3,6.1,6.5
536,datasets/DEAM/MEMD_audio/536.mp3,5.1,4.5
537,datasets/DEAM/MEMD_audio/537.mp3,5.0,2.6
540,datasets/DEAM/MEMD_audio/540.mp3,4.1,4.4
544,datasets/DEAM/MEMD_audio/544.mp3,4.8,4.5
547,datasets/DEAM/MEMD_audio/547.mp3,3.4,4.8
550,datasets/DEAM/MEMD_audio/550.mp3,4.2,5.9
551,datasets/DEAM/MEMD_audio/551.mp3,3.2,4.0
554,datasets/DEAM/MEMD_audio/554.mp3,2.8,5.0
555,datasets/DEAM/MEMD_audio/555.mp3,5.2,4.8
556,datasets/DEAM/MEMD_audio/556.mp3,5.6,6.1
558,datasets/DEAM/MEMD_audio/558.mp3,2.8,3.2
560,datasets/DEAM/MEMD_audio/560.mp3,2.9,4.6
561,datasets/DEAM/MEMD_audio/561.mp3,6.9,7.0
564,datasets/DEAM/MEMD_audio/564.mp3,4.7,4.9
565,datasets/DEAM/MEMD_audio/565.mp3,3.1,3.0
568,datasets/DEAM/MEMD_audio/568.mp3,5.4,3.1
574,datasets/DEAM/MEMD_audio/574.mp3,4.5,4.8
577,datasets/DEAM/MEMD_audio/577.mp3,5.6,5.5
579,datasets/DEAM/MEMD_audio/579.mp3,3.1,3.2
580,datasets/DEAM/MEMD_audio/580.mp3,2.4,4.4
581,datasets/DEAM/MEMD_audio/581.mp3,5.3,6.0
582,datasets/DEAM/MEMD_audio/582.mp3,3.1,4.9
584,datasets/DEAM/MEMD_audio/584.mp3,2.5,2.4
585,datasets/DEAM/MEMD_audio/585.mp3,4.0,4.2
586,datasets/DEAM/MEMD_audio/586.mp3,5.2,5.9
591,datasets/DEAM/MEMD_audio/591.mp3,5.7,6.2
592,datasets/DEAM/MEMD_audio/592.mp3,5.4545,5.0909
594,datasets/DEAM/MEMD_audio/594.mp3,4.2,3.1
597,datasets/DEAM/MEMD_audio/597.mp3,4.8,6.4
598,datasets/DEAM/MEMD_audio/598.mp3,4.0,5.6
600,datasets/DEAM/MEMD_audio/600.mp3,3.5,4.0
605,datasets/DEAM/MEMD_audio/605.mp3,4.4,6.0
606,datasets/DEAM/MEMD_audio/606.mp3,4.1,5.6
607,datasets/DEAM/MEMD_audio/607.mp3,4.4,6.1
608,datasets/DEAM/MEMD_audio/608.mp3,2.9,3.8
609,datasets/DEAM/MEMD_audio/609.mp3,4.9,5.5
610,datasets/DEAM/MEMD_audio/610.mp3,6.3,6.5
611,datasets/DEAM/MEMD_audio/611.mp3,5.1,4.8
612,datasets/DEAM/MEMD_audio/612.mp3,5.6,6.6
613,datasets/DEAM/MEMD_audio/613.mp3,5.2,6.8
614,datasets/DEAM/MEMD_audio/614.mp3,4.3,3.7
615,datasets/DEAM/MEMD_audio/615.mp3,3.2,5.0
616,datasets/DEAM/MEMD_audio/616.mp3,3.5,5.0
617,datasets/DEAM/MEMD_audio/617.mp3,6.5,3.0
620,datasets/DEAM/MEMD_audio/620.mp3,5.8,4.4
621,datasets/DEAM/MEMD_audio/621.mp3,2.9,4.4
622,datasets/DEAM/MEMD_audio/622.mp3,4.5,5.0
623,datasets/DEAM/MEMD_audio/623.mp3,3.8,5.9
625,datasets/DEAM/MEMD_audio/625.mp3,3.1,4.4
628,datasets/DEAM/MEMD_audio/628.mp3,4.9,6.8
629,datasets/DEAM/MEMD_audio/629.mp3,7.4,7.6
631,datasets/DEAM/MEMD_audio/631.mp3,7.6,3.1
632,datasets/DEAM/MEMD_audio/632.mp3,4.2,5.4
634,datasets/DEAM/MEMD_audio/634.mp3,4.7,5.8
635,datasets/DEAM/MEMD_audio/635.mp3,6.6,7.6
637,datasets/DEAM/MEMD_audio/637.mp3,2.2,3.6
638,datasets/DEAM/MEMD_audio/638.mp3,3.2,4.4
639,datasets/DEAM/MEMD_audio/639.mp3,6.1,6.3
640,datasets/DEAM/MEMD_audio/640.mp3,7.6,7.8
643,datasets/DEAM/MEMD_audio/643.mp3,3.5,4.2
644,datasets/DEAM/MEMD_audio/644.mp3,4.3,5.6
645,datasets/DEAM/MEMD_audio/645.mp3,4.6,5.7
646,datasets/DEAM/MEMD_audio/646.mp3,3.1,3.8
647,datasets/DEAM/MEMD_audio/647.mp3,3.0,5.8
648,datasets/DEAM/MEMD_audio/648.mp3,5.1,6.8
649,datasets/DEAM/MEMD_audio/649.mp3,6.2,6.7
650,datasets/DEAM/MEMD_audio/650.mp3,6.0,4.2
651,datasets/DEAM/MEMD_audio/651.mp3,6.4,7.1
652,datasets/DEAM/MEMD_audio/652.mp3,2.7778,4.1111
653,datasets/DEAM/MEMD_audio/653.mp3,5.3,6.5
654,datasets/DEAM/MEMD_audio/654.mp3,5.1,4.4
656,datasets/DEAM/MEMD_audio/656.mp3,2.6,4.1
657,datasets/DEAM/MEMD_audio/657.mp3,5.1,5.6
658,datasets/DEAM/MEMD_audio/658.mp3,4.4,5.7
660,datasets/DEAM/MEMD_audio/660.mp3,2.1,2.8
661,datasets/DEAM/MEMD_audio/661.mp3,2.2,2.8
662,datasets/DEAM/MEMD_audio/662.mp3,5.9,5.1
663,datasets/DEAM/MEMD_audio/663.mp3,3.3,4.3
664,datasets/DEAM/MEMD_audio/664.mp3,7.0,6.6
665,datasets/DEAM/MEMD_audio/665.mp3,5.7,6.2
666,datasets/DEAM/MEMD_audio/666.mp3,5.3,5.0
667,datasets/DEAM/MEMD_audio/667.mp3,4.2,4.9
668,datasets/DEAM/MEMD_audio/668.mp3,5.0,5.3
671,datasets/DEAM/MEMD_audio/671.mp3,3.1,3.7
672,datasets/DEAM/MEMD_audio/672.mp3,4.4,6.3
673,datasets/DEAM/MEMD_audio/673.mp3,6.6,6.7
674,datasets/DEAM/MEMD_audio/674.mp3,6.8,7.4
675,datasets/DEAM/MEMD_audio/675.mp3,5.1,5.8
676,datasets/DEAM/MEMD_audio/676.mp3,6.6,6.6
677,datasets/DEAM/MEMD_audio/677.mp3,6.5,5.3
681,datasets/DEAM/MEMD_audio/681.mp3,4.9,6.6
682,datasets/DEAM/MEMD_audio/682.mp3,4.8,6.0
684,datasets/DEAM/MEMD_audio/684.mp3,4.3,4.9
685,datasets/DEAM/MEMD_audio/685.mp3,4.5,3.6
686,datasets/DEAM/MEMD_audio/686.mp3,3.4,5.5
687,datasets/DEAM/MEMD_audio/687.mp3,7.3,7.4
688,datasets/DEAM/MEMD_audio/688.mp3,4.3,5.0
689,datasets/DEAM/MEMD_audio/689.mp3,3.8,4.6
690,datasets/DEAM/MEMD_audio/690.mp3,2.4,4.4
691,datasets/DEAM/MEMD_audio/691.mp3,5.0,3.7
692,datasets/DEAM/MEMD_audio/692.mp3,6.9,6.1
693,datasets/DEAM/MEMD_audio/693.mp3,6.2,5.3
695,datasets/DEAM/MEMD_audio/695.mp3,5.9,6.2
696,datasets/DEAM/MEMD_audio/696.mp3,5.3,5.8
697,datasets/DEAM/MEMD_audio/697.mp3,4.8,5.8
698,datasets/DEAM/MEMD_audio/698.mp3,3.9,3.7
699,datasets/DEAM/MEMD_audio/699.mp3,3.7,4.5
700,datasets/DEAM/MEMD_audio/700.mp3,4.8,5.6
702,datasets/DEAM/MEMD_audio/702.mp3,7.5,3.3
703,datasets/DEAM/MEMD_audio/703.mp3,5.1,6.0
704,datasets/DEAM/MEMD_audio/704.mp3,4.1,4.2
706,datasets/DEAM/MEMD_audio/706.mp3,5.5,6.0
707,datasets/DEAM/MEMD_audio/707.mp3,3.2,3.1
708,datasets/DEAM/MEMD_audio/708.mp3,3.2,3.2
709,datasets/DEAM/MEMD_audio/709.mp3,5.8,5.0
710,datasets/DEAM/MEMD_audio/710.mp3,5.4,5.1
711,datasets/DEAM/MEMD_audio/711.mp3,2.9,3.1
712,datasets/DEAM/MEMD_audio/712.mp3,3.4,5.3
713,datasets/DEAM/MEMD_audio/713.mp3,4.9,6.3
714,datasets/DEAM/MEMD_audio/714.mp3,4.4,4.8
715,datasets/DEAM/MEMD_audio/715.mp3,2.9,4.3
717,datasets/DEAM/MEMD_audio/717.mp3,4.5,4.9
718,datasets/DEAM/MEMD_audio/718.mp3,5.9,6.5
719,datasets/DEAM/MEMD_audio/719.mp3,7.1,7.2
721,datasets/DEAM/MEMD_audio/721.mp3,5.7,5.5
722,datasets/DEAM/MEMD_audio/722.mp3,5.7,7.0
723,datasets/DEAM/MEMD_audio/723.mp3,6.5,7.2
724,datasets/DEAM/MEMD_audio/724.mp3,6.0,6.1
725,datasets/DEAM/MEMD_audio/725.mp3,5.1,5.1
726,datasets/DEAM/MEMD_audio/726.mp3,7.0,3.6
727,datasets/DEAM/MEMD_audio/727.mp3,4.3,4.5
728,datasets/DEAM/MEMD_audio/728.mp3,6.9,7.5
729,datasets/DEAM/MEMD_audio/729.mp3,6.4,3.5
730,datasets/DEAM/MEMD_audio/730.mp3,3.7,4.5
731,datasets/DEAM/MEMD_audio/731.mp3,7.3,5.8
732,datasets/DEAM/MEMD_audio/732.mp3,5.6,6.3
733,datasets/DEAM/MEMD_audio/733.mp3,4.3,5.0
734,datasets/DEAM/MEMD_audio/734.mp3,5.7,6.3
735,datasets/DEAM/MEMD_audio/735.mp3,4.3,4.9
736,datasets/DEAM/MEMD_audio/736.mp3,2.7,3.7
737,datasets/DEAM/MEMD_audio/737.mp3,4.1,4.9
738,datasets/DEAM/MEMD_audio/738.mp3,5.5,6.2
739,datasets/DEAM/MEMD_audio/739.mp3,6.2,6.9
740,datasets/DEAM/MEMD_audio/740.mp3,3.7,4.0
741,datasets/DEAM/MEMD_audio/741.mp3,4.6,4.4
742,datasets/DEAM/MEMD_audio/742.mp3,6.1,6.5
743,datasets/DEAM/MEMD_audio/743.mp3,3.1,5.0
744,datasets/DEAM/MEMD_audio/744.mp3,6.1,5.5
745,datasets/DEAM/MEMD_audio/745.mp3,4.2,1.6
746,datasets/DEAM/MEMD_audio/746.mp3,3.7,4.6
747,datasets/DEAM/MEMD_audio/747.mp3,3.6,4.9
748,datasets/DEAM/MEMD_audio/748.mp3,5.1,4.4
749,datasets/DEAM/MEMD_audio/749.mp3,4.2,4.9
750,datasets/DEAM/MEMD_audio/750.mp3,5.3,5.7
756,datasets/DEAM/MEMD_audio/756.mp3,5.9,6.8
757,datasets/DEAM/MEMD_audio/757.mp3,6.0,6.1
758,datasets/DEAM/MEMD_audio/758.mp3,4.8,5.9
759,datasets/DEAM/MEMD_audio/759.mp3,6.7,5.9
763,datasets/DEAM/MEMD_audio/763.mp3,3.5,5.5
764,datasets/DEAM/MEMD_audio/764.mp3,6.3,7.5
767,datasets/DEAM/MEMD_audio/767.mp3,5.2,6.5
769,datasets/DEAM/MEMD_audio/769.mp3,6.2,5.0
773,datasets/DEAM/MEMD_audio/773.mp3,4.5,4.7
775,datasets/DEAM/MEMD_audio/775.mp3,3.7,4.4
776,datasets/DEAM/MEMD_audio/776.mp3,3.5,4.5
777,datasets/DEAM/MEMD_audio/777.mp3,6.2,5.1
779,datasets/DEAM/MEMD_audio/779.mp3,2.8,5.3
780,datasets/DEAM/MEMD_audio/780.mp3,5.8,6.2
781,datasets/DEAM/MEMD_audio/781.mp3,4.9,6.3
782,datasets/DEAM/MEMD_audio/782.mp3,7.2,4.7
784,datasets/DEAM/MEMD_audio/784.mp3,4.7,5.7
787,datasets/DEAM/MEMD_audio/787.mp3,6.1,6.3
789,datasets/DEAM/MEMD_audio/789.mp3,3.9,5.2
790,datasets/DEAM/MEMD_audio/790.mp3,7.2,5.4
791,datasets/DEAM/MEMD_audio/791.mp3,2.7,4.6
794,datasets/DEAM/MEMD_audio/794.mp3,2.5,4.2
795,datasets/DEAM/MEMD_audio/795.mp3,2.2,3.5
796,datasets/DEAM/MEMD_audio/796.mp3,5.2,5.1
797,datasets/DEAM/MEMD_audio/797.mp3,4.9,5.4
798,datasets/DEAM/MEMD_audio/798.mp3,6.5,5.9
799,datasets/DEAM/MEMD_audio/799.mp3,4.1,5.6
800,datasets/DEAM/MEMD_audio/800.mp3,4.5,4.5
801,datasets/DEAM/MEMD_audio/801.mp3,3.3,3.5
804,datasets/DEAM/MEMD_audio/804.mp3,6.9,6.8
805,datasets/DEAM/MEMD_audio/805.mp3,2.2,3.5
806,datasets/DEAM/MEMD_audio/806.mp3,6.4,6.6
807,datasets/DEAM/MEMD_audio/807.mp3,4.8,6.5
808,datasets/DEAM/MEMD_audio/808.mp3,3.1,4.3
810,datasets/DEAM/MEMD_audio/810.mp3,6.5,6.6
811,datasets/DEAM/MEMD_audio/811.mp3,4.1,4.9
813,datasets/DEAM/MEMD_audio/813.mp3,6.2,6.7
814,datasets/DEAM/MEMD_audio/814.mp3,6.1,5.3
815,datasets/DEAM/MEMD_audio/815.mp3,5.5,5.9
818,datasets/DEAM/MEMD_audio/818.mp3,5.9,6.8
819,datasets/DEAM/MEMD_audio/819.mp3,4.0,5.7
820,datasets/DEAM/MEMD_audio/820.mp3,6.4,6.4
823,datasets/DEAM/MEMD_audio/823.mp3,4.8,4.8
824,datasets/DEAM/MEMD_audio/824.mp3,7.2,7.0
825,datasets/DEAM/MEMD_audio/825.mp3,4.1,5.7
826,datasets/DEAM/MEMD_audio/826.mp3,4.0,4.7
829,datasets/DEAM/MEMD_audio/829.mp3,2.3,4.5
830,datasets/DEAM/MEMD_audio/830.mp3,5.3,5.9
831,datasets/DEAM/MEMD_audio/831.mp3,5.2,6.2
833,datasets/DEAM/MEMD_audio/833.mp3,5.0,5.8
834,datasets/DEAM/MEMD_audio/834.mp3,4.7,4.3
836,datasets/DEAM/MEMD_audio/836.mp3,7.1,5.7
839,datasets/DEAM/MEMD_audio/839.mp3,5.7,4.4
841,datasets/DEAM/MEMD_audio/841.mp3,4.2,4.7
844,datasets/DEAM/MEMD_audio/844.mp3,3.8,3.4
845,datasets/DEAM/MEMD_audio/845.mp3,5.1,4.0
846,datasets/DEAM/MEMD_audio/846.mp3,6.0,5.5
848,datasets/DEAM/MEMD_audio/848.mp3,2.2,2.7
850,datasets/DEAM/MEMD_audio/850.mp3,3.3333,2.7778
851,datasets/DEAM/MEMD_audio/851.mp3,5.0,4.4
852,datasets/DEAM/MEMD_audio/852.mp3,4.5,4.7
854,datasets/DEAM/MEMD_audio/854.mp3,2.9,3.8
855,datasets/DEAM/MEMD_audio/855.mp3,2.9,4.5
856,datasets/DEAM/MEMD_audio/856.mp3,6.7,5.6
857,datasets/DEAM/MEMD_audio/857.mp3,4.9,5.3
858,datasets/DEAM/MEMD_audio/858.mp3,4.4,4.5
859,datasets/DEAM/MEMD_audio/859.mp3,3.6,5.1
860,datasets/DEAM/MEMD_audio/860.mp3,6.6,6.7
863,datasets/DEAM/MEMD_audio/863.mp3,6.4,7.0
864,datasets/DEAM/MEMD_audio/864.mp3,5.7,5.9
865,datasets/DEAM/MEMD_audio/865.mp3,2.8,4.6
866,datasets/DEAM/MEMD_audio/866.mp3,5.8,5.1
867,datasets/DEAM/MEMD_audio/867.mp3,5.8,6.5
869,datasets/DEAM/MEMD_audio/869.mp3,2.6,4.1
871,datasets/DEAM/MEMD_audio/871.mp3,6.4,6.0
872,datasets/DEAM/MEMD_audio/872.mp3,3.4,5.5
873,datasets/DEAM/MEMD_audio/873.mp3,6.8,7.0
874,datasets/DEAM/MEMD_audio/874.mp3,6.3,4.4
876,datasets/DEAM/MEMD_audio/876.mp3,6.3,6.7
879,datasets/DEAM/MEMD_audio/879.mp3,5.6,6.0
880,datasets/DEAM/MEMD_audio/880.mp3,4.9,3.8
882,datasets/DEAM/MEMD_audio/882.mp3,5.3,5.2
884,datasets/DEAM/MEMD_audio/884.mp3,5.5,5.0
886,datasets/DEAM/MEMD_audio/886.mp3,5.9,5.4
887,datasets/DEAM/MEMD_audio/887.mp3,5.1,5.6
889,datasets/DEAM/MEMD_audio/889.mp3,6.9,7.2
890,datasets/DEAM/MEMD_audio/890.mp3,3.6,4.7
891,datasets/DEAM/MEMD_audio/891.mp3,3.4,5.5
892,datasets/DEAM/MEMD_audio/892.mp3,3.9,2.9
893,datasets/DEAM/MEMD_audio/893.mp3,7.3,3.3
897,datasets/DEAM/MEMD_audio/897.mp3,4.9,4.3
898,datasets/DEAM/MEMD_audio/898.mp3,6.4,5.5
899,datasets/DEAM/MEMD_audio/899.mp3,5.3,6.3
902,datasets/DEAM/MEMD_audio/902.mp3,7.0,3.3
903,datasets/DEAM/MEMD_audio/903.mp3,5.9,5.6
904,datasets/DEAM/MEMD_audio/904.mp3,5.7,4.2
908,datasets/DEAM/MEMD_audio/908.mp3,5.5,4.9
909,datasets/DEAM/MEMD_audio/909.mp3,6.0,5.5
910,datasets/DEAM/MEMD_audio/910.mp3,7.0,6.6
911,datasets/DEAM/MEMD_audio/911.mp3,7.1,4.0
913,datasets/DEAM/MEMD_audio/913.mp3,4.8,3.3
915,datasets/DEAM/MEMD_audio/915.mp3,5.0,5.2
921,datasets/DEAM/MEMD_audio/921.mp3,5.9,6.1
924,datasets/DEAM/MEMD_audio/924.mp3,5.4,6.2
925,datasets/DEAM/MEMD_audio/925.mp3,4.9,5.7
926,datasets/DEAM/MEMD_audio/926.mp3,4.0,5.5
928,datasets/DEAM/MEMD_audio/928.mp3,5.0,4.0
931,datasets/DEAM/MEMD_audio/931.mp3,6.3,6.5
932,datasets/DEAM/MEMD_audio/932.mp3,4.5,4.9
934,datasets/DEAM/MEMD_audio/934.mp3,6.2,6.4
936,datasets/DEAM/MEMD_audio/936.mp3,5.4,4.7
938,datasets/DEAM/MEMD_audio/938.mp3,7.3,4.2
939,datasets/DEAM/MEMD_audio/939.mp3,6.2,2.7
941,datasets/DEAM/MEMD_audio/941.mp3,7.2,5.9
942,datasets/DEAM/MEMD_audio/942.mp3,4.8,4.1
944,datasets/DEAM/MEMD_audio/944.mp3,7.1,6.5
945,datasets/DEAM/MEMD_audio/945.mp3,2.3,2.8
949,datasets/DEAM/MEMD_audio/949.mp3,5.7,6.1
952,datasets/DEAM/MEMD_audio/952.mp3,4.2,3.7
954,datasets/DEAM/MEMD_audio/954.mp3,5.1,5.5
955,datasets/DEAM/MEMD_audio/955.mp3,3.8,5.6
956,datasets/DEAM/MEMD_audio/956.mp3,4.5,5.4
957,datasets/DEAM/MEMD_audio/957.mp3,2.8,4.7
958,datasets/DEAM/MEMD_audio/958.mp3,5.5,5.1
959,datasets/DEAM/MEMD_audio/959.mp3,6.2,6.4
960,datasets/DEAM/MEMD_audio/960.mp3,7.7,7.7
961,datasets/DEAM/MEMD_audio/961.mp3,5.6,5.5
962,datasets/DEAM/MEMD_audio/962.mp3,7.4,3.4
964,datasets/DEAM/MEMD_audio/964.mp3,7.6,7.0
967,datasets/DEAM/MEMD_audio/967.mp3,2.8,4.4
968,datasets/DEAM/MEMD_audio/968.mp3,3.8,3.2
970,datasets/DEAM/MEMD_audio/970.mp3,6.6,6.6
973,datasets/DEAM/MEMD_audio/973.mp3,6.5,4.6
974,datasets/DEAM/MEMD_audio/974.mp3,4.1,4.2
976,datasets/DEAM/MEMD_audio/976.mp3,6.2,5.9
977,datasets/DEAM/MEMD_audio/977.mp3,7.3,3.5
978,datasets/DEAM/MEMD_audio/978.mp3,7.7,6.1
979,datasets/DEAM/MEMD_audio/979.mp3,3.1,5.5
980,datasets/DEAM/MEMD_audio/980.mp3,5.8,4.3
981,datasets/DEAM/MEMD_audio/981.mp3,6.7,6.6
983,datasets/DEAM/MEMD_audio/983.mp3,4.8,6.3
985,datasets/DEAM/MEMD_audio/985.mp3,3.9,6.1
986,datasets/DEAM/MEMD_audio/986.mp3,5.8,4.5
987,datasets/DEAM/MEMD_audio/987.mp3,6.3,3.6
988,datasets/DEAM/MEMD_audio/988.mp3,5.4,5.9
989,datasets/DEAM/MEMD_audio/989.mp3,6.3,6.4
990,datasets/DEAM/MEMD_audio/990.mp3,6.0,6.1
991,datasets/DEAM/MEMD_audio/991.mp3,3.1,3.5
993,datasets/DEAM/MEMD_audio/993.mp3,4.4,3.8
994,datasets/DEAM/MEMD_audio/994.mp3,6.6,5.3
995,datasets/DEAM/MEMD_audio/995.mp3,4.7,2.4
996,datasets/DEAM/MEMD_audio/996.mp3,6.0,6.7
997,datasets/DEAM/MEMD_audio/997.mp3,6.4,6.7
999,datasets/DEAM/MEMD_audio/999.mp3,4.1,5.9
1000,datasets/DEAM/MEMD_audio/1000.mp3,7.2222,5.8889
